,seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
32680,privat,Angebot,6599,test,limousine,manuell,177,auris,150000,diesel,toyota,nein,14.25
32682,privat,Angebot,950,test,kleinwagen,manuell,50,fiesta,150000,benzin,ford,nein,22.42
32683,privat,Angebot,10500,control,cabrio,manuell,163,slk,100000,benzin,mercedes_benz,nein,17.75
32684,privat,Angebot,3200,test,kombi,manuell,136,passat,150000,diesel,volkswagen,,17.92
32686,privat,Angebot,11900,control,coupe,manuell,218,6er,150000,benzin,bmw,nein,42.25
32687,privat,Angebot,1700,control,coupe,manuell,90,tigra,150000,benzin,opel,nein,25.92
32688,privat,Angebot,9500,control,kombi,manuell,190,a4,150000,diesel,audi,nein,12.08
32689,privat,Angebot,7350,test,bus,manuell,102,transporter,150000,diesel,volkswagen,nein,13.5
32690,privat,Angebot,15200,control,limousine,automatik,120,a4,80000,benzin,audi,nein,13.42
32691,privat,Angebot,7500,control,bus,manuell,102,transporter,150000,diesel,volkswagen,ja,22.75
32693,privat,Angebot,2500,test,limousine,manuell,48,,70000,benzin,fiat,nein,50.75
32694,privat,Angebot,16450,test,cabrio,manuell,177,z_reihe,90000,benzin,bmw,nein,15.33
32695,privat,Angebot,12800,control,kombi,manuell,125,a3,90000,benzin,audi,nein,11.17
32696,privat,Angebot,11000,control,suv,automatik,218,x_reihe,150000,diesel,bmw,nein,16.0
32697,privat,Angebot,14999,control,kombi,manuell,184,e_klasse,100000,benzin,mercedes_benz,nein,11.42
32699,privat,Angebot,8750,control,cabrio,manuell,145,focus,90000,benzin,ford,nein,14.0
32700,privat,Angebot,1850,control,bus,manuell,116,zafira,150000,benzin,opel,nein,21.25
32701,privat,Angebot,2750,control,kleinwagen,manuell,87,yaris,125000,benzin,toyota,nein,16.92
32702,privat,Angebot,11000,control,kombi,automatik,232,andere,150000,diesel,audi,nein,15.75
32703,privat,Angebot,999,control,kleinwagen,manuell,60,fiesta,150000,benzin,ford,nein,22.33
32704,privat,Angebot,800,test,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,24.42
32705,privat,Angebot,5800,control,limousine,automatik,140,passat,150000,diesel,volkswagen,nein,14.33
32706,privat,Angebot,7500,test,kombi,manuell,105,passat,150000,diesel,volkswagen,nein,15.83
32707,privat,Angebot,1190,test,limousine,manuell,150,100,150000,benzin,audi,nein,28.25
32708,privat,Angebot,4999,test,,manuell,105,caddy,150000,,volkswagen,nein,4.67
32709,privat,Angebot,5999,control,,automatik,71,fortwo,60000,,smart,,4.08
32710,privat,Angebot,450,test,kombi,manuell,85,mondeo,150000,benzin,ford,nein,22.0
32711,privat,Angebot,8000,test,kombi,manuell,140,a4,150000,diesel,audi,nein,16.83
32712,privat,Angebot,4850,test,limousine,manuell,143,c_klasse,150000,benzin,mercedes_benz,nein,18.67
32713,privat,Angebot,1200,control,limousine,manuell,75,golf,125000,benzin,volkswagen,nein,27.17
32714,privat,Angebot,7999,test,kleinwagen,manuell,95,one,80000,benzin,mini,nein,13.42
32715,privat,Angebot,11300,test,limousine,automatik,111,c4,125000,diesel,citroen,nein,9.58
32716,privat,Angebot,19000,test,kombi,manuell,140,passat,70000,diesel,volkswagen,nein,8.33
32717,privat,Angebot,17499,test,cabrio,manuell,105,golf,20000,benzin,volkswagen,nein,8.33
32719,privat,Angebot,850,test,kleinwagen,manuell,60,corsa,150000,benzin,opel,,22.58
32720,privat,Angebot,6500,test,kombi,manuell,116,andere,150000,benzin,volvo,nein,30.17
32721,privat,Angebot,4950,control,,manuell,83,civic,150000,benzin,honda,nein,15.75
32722,privat,Angebot,1000,control,kombi,manuell,150,a4,150000,diesel,audi,ja,23.58
32723,privat,Angebot,800,control,kombi,manuell,105,3er,150000,benzin,bmw,nein,27.08
32725,privat,Angebot,1550,test,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,24.0
32726,privat,Angebot,7400,test,,manuell,140,touran,150000,diesel,volkswagen,nein,4.0
32727,privat,Angebot,1590,control,limousine,manuell,101,astra,150000,benzin,opel,nein,20.33
32728,privat,Angebot,3100,control,kleinwagen,manuell,68,2_reihe,150000,diesel,peugeot,nein,12.0
32729,privat,Angebot,9400,control,cabrio,manuell,126,mx_reihe,70000,benzin,mazda,nein,13.25
32730,privat,Angebot,6850,control,limousine,automatik,250,s_klasse,150000,diesel,mercedes_benz,nein,19.92
32731,privat,Angebot,890,test,kleinwagen,manuell,50,polo,150000,,volkswagen,nein,31.58
32732,privat,Angebot,10490,control,kombi,manuell,140,passat,150000,diesel,volkswagen,nein,13.58
32733,privat,Angebot,2990,test,kleinwagen,manuell,95,forfour,150000,diesel,smart,nein,16.67
32734,privat,Angebot,1500,test,limousine,manuell,118,andere,150000,benzin,mercedes_benz,nein,33.33
32735,privat,Angebot,1150,test,kleinwagen,manuell,69,2_reihe,150000,diesel,peugeot,nein,22.0
32737,privat,Angebot,2500,test,limousine,manuell,170,3er,150000,benzin,bmw,nein,23.67
32738,privat,Angebot,799,control,kleinwagen,manuell,60,micra,150000,benzin,nissan,nein,20.67
32739,privat,Angebot,7250,control,limousine,automatik,140,b_klasse,150000,diesel,mercedes_benz,nein,15.08
32740,privat,Angebot,350,test,,manuell,54,twingo,150000,andere,renault,,24.58
32741,privat,Angebot,7500,control,limousine,manuell,122,e_klasse,150000,diesel,mercedes_benz,nein,18.92
32742,privat,Angebot,1150,test,limousine,manuell,124,mondeo,150000,,ford,nein,21.0
32743,privat,Angebot,3950,test,kleinwagen,manuell,75,ibiza,150000,benzin,seat,nein,15.25
32744,privat,Angebot,4290,test,cabrio,manuell,109,2_reihe,90000,benzin,peugeot,,15.33
32745,privat,Angebot,150,test,kleinwagen,manuell,60,golf,150000,benzin,volkswagen,ja,28.0
32746,privat,Angebot,500,test,limousine,manuell,101,toledo,125000,benzin,seat,nein,24.0
32747,privat,Angebot,3850,control,cabrio,manuell,109,2_reihe,100000,benzin,peugeot,nein,16.42
32748,privat,Angebot,4400,control,limousine,,90,golf,150000,benzin,volkswagen,,17.42
32749,privat,Angebot,1150,control,bus,manuell,75,kangoo,150000,benzin,renault,nein,20.92
32750,privat,Angebot,9300,control,kombi,manuell,143,a4,150000,diesel,audi,nein,13.58
32751,privat,Angebot,8900,control,limousine,automatik,218,x_reihe,150000,diesel,bmw,nein,15.83
32753,privat,Angebot,21490,test,limousine,manuell,116,1er,90000,diesel,bmw,nein,9.92
32754,privat,Angebot,150,control,,manuell,48,polo,150000,,volkswagen,ja,4.0
32755,privat,Angebot,8900,test,kleinwagen,manuell,86,polo,80000,benzin,volkswagen,nein,10.25
32758,privat,Angebot,5650,control,coupe,automatik,163,clk,150000,benzin,mercedes_benz,nein,16.17
32759,privat,Angebot,5500,test,limousine,automatik,193,5er,150000,diesel,bmw,nein,21.92
32760,privat,Angebot,2800,test,limousine,manuell,131,a4,150000,benzin,audi,nein,22.0
32761,privat,Angebot,8290,control,kleinwagen,manuell,82,fiesta,20000,benzin,ford,nein,9.25
32762,privat,Angebot,2700,test,bus,manuell,116,sharan,150000,diesel,volkswagen,nein,18.17
32763,privat,Angebot,1600,control,bus,automatik,136,andere,150000,lpg,citroen,,20.58
32764,privat,Angebot,19900,control,limousine,automatik,245,5er,150000,diesel,bmw,nein,11.25
32765,privat,Angebot,1499,control,limousine,automatik,147,astra,125000,benzin,opel,nein,20.5
32766,privat,Angebot,4999,test,kleinwagen,manuell,77,i_reihe,80000,benzin,hyundai,nein,11.42
32767,privat,Angebot,1100,control,,manuell,82,colt,125000,benzin,mitsubishi,nein,5.75
32769,privat,Angebot,1250,test,limousine,manuell,75,astra,150000,benzin,opel,nein,22.33
32770,privat,Angebot,9399,test,kombi,automatik,231,3er,150000,diesel,bmw,nein,15.58
32772,privat,Angebot,1700,control,limousine,manuell,115,focus,150000,diesel,ford,,17.33
32773,privat,Angebot,13800,control,cabrio,manuell,120,2_reihe,20000,benzin,peugeot,nein,8.42
32774,privat,Angebot,3450,control,limousine,manuell,90,,150000,diesel,mercedes_benz,nein,18.25
32775,privat,Angebot,4999,control,kombi,manuell,109,c_max,125000,diesel,ford,nein,16.42
32776,privat,Angebot,9800,control,kombi,automatik,131,mondeo,150000,diesel,ford,nein,14.0
32777,privat,Angebot,1199,test,kombi,manuell,116,passat,150000,diesel,volkswagen,nein,24.5
32778,privat,Angebot,970,test,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,24.58
32779,privat,Angebot,6499,control,kombi,manuell,160,octavia,150000,benzin,skoda,nein,11.17
32780,privat,Angebot,500,test,kombi,manuell,101,vectra,150000,diesel,opel,ja,22.08
32781,privat,Angebot,10950,test,kleinwagen,manuell,75,polo,50000,diesel,volkswagen,nein,9.92
32782,privat,Angebot,8000,test,limousine,manuell,124,auris,70000,benzin,toyota,nein,13.25
32783,privat,Angebot,39900,test,coupe,automatik,265,andere,90000,diesel,mercedes_benz,nein,9.08
32784,privat,Angebot,9999,control,bus,manuell,110,sharan,150000,diesel,volkswagen,ja,23.67
32785,privat,Angebot,1490,control,kleinwagen,manuell,98,almera,150000,benzin,nissan,nein,18.25
32786,privat,Angebot,3450,control,kombi,manuell,174,passat,150000,benzin,volkswagen,nein,27.42
32787,privat,Angebot,1800,test,limousine,automatik,101,golf,150000,diesel,volkswagen,nein,18.17
32788,privat,Angebot,3900,control,cabrio,automatik,163,slk,150000,benzin,mercedes_benz,ja,21.25
32789,privat,Angebot,5700,test,bus,manuell,105,zafira,125000,benzin,opel,nein,15.67
32790,privat,Angebot,1699,test,kombi,manuell,150,a4,150000,diesel,audi,nein,20.17
32791,privat,Angebot,560,control,limousine,manuell,101,a4,150000,benzin,audi,nein,25.58
32792,privat,Angebot,1000,test,kombi,manuell,101,passat,150000,,volkswagen,,24.0
32793,privat,Angebot,15990,test,kombi,automatik,239,a4,150000,diesel,audi,nein,11.5
32794,privat,Angebot,2222,test,kleinwagen,manuell,50,lupo,100000,benzin,volkswagen,nein,19.75
32797,privat,Angebot,24900,test,limousine,automatik,271,golf,90000,benzin,volkswagen,nein,11.83
32798,privat,Angebot,3990,control,limousine,manuell,105,golf,150000,diesel,volkswagen,nein,16.75
32799,privat,Angebot,1799,test,kleinwagen,manuell,55,punto,150000,,fiat,nein,26.75
32800,privat,Angebot,5500,control,limousine,automatik,109,a_klasse,150000,diesel,mercedes_benz,nein,16.67
32801,privat,Angebot,2500,control,kombi,automatik,143,e_klasse,150000,diesel,mercedes_benz,ja,20.83
32802,privat,Angebot,3799,control,bus,manuell,116,sharan,150000,diesel,volkswagen,nein,17.33
32803,privat,Angebot,3600,test,kleinwagen,manuell,75,polo,125000,diesel,volkswagen,nein,20.75
32804,privat,Angebot,2950,test,kombi,manuell,100,e_klasse,150000,,mercedes_benz,nein,23.58
32806,privat,Angebot,3599,test,,manuell,90,meriva,100000,,opel,nein,5.83
32807,privat,Angebot,7999,control,kombi,automatik,163,3er,150000,diesel,bmw,nein,15.67
32808,privat,Angebot,1500,test,bus,manuell,115,zafira,150000,benzin,opel,nein,22.92
32809,privat,Angebot,18900,control,kombi,manuell,184,5er,90000,diesel,bmw,nein,10.08
32810,privat,Angebot,599,control,kleinwagen,manuell,75,2_reihe,150000,benzin,peugeot,nein,21.0
32811,privat,Angebot,1600,test,kombi,manuell,163,a4,150000,diesel,audi,ja,19.58
32812,privat,Angebot,5900,control,limousine,manuell,90,astra,125000,benzin,opel,nein,13.0
32813,privat,Angebot,3500,test,bus,manuell,65,transporter,150000,diesel,volkswagen,,24.0
32814,privat,Angebot,18450,test,limousine,manuell,218,x_reihe,150000,diesel,bmw,nein,12.42
32815,privat,Angebot,2999,test,kombi,manuell,170,mondeo,150000,benzin,ford,nein,20.58
32816,privat,Angebot,18400,test,limousine,automatik,235,x_reihe,150000,diesel,bmw,nein,13.08
32821,privat,Angebot,840,control,kleinwagen,manuell,54,seicento,125000,benzin,fiat,nein,22.58
32822,privat,Angebot,5500,control,,manuell,85,transit,150000,,ford,nein,5.08
32823,privat,Angebot,1800,control,limousine,manuell,60,punto,150000,benzin,fiat,nein,19.0
32824,privat,Angebot,2390,test,kleinwagen,manuell,150,corsa,125000,benzin,opel,nein,28.5
32825,privat,Angebot,6950,control,limousine,manuell,200,golf,150000,benzin,volkswagen,nein,16.17
32826,privat,Angebot,7300,test,bus,manuell,102,transporter,150000,diesel,volkswagen,nein,20.58
32828,privat,Angebot,5600,control,bus,manuell,170,touran,150000,diesel,volkswagen,ja,15.75
32829,privat,Angebot,4200,test,kleinwagen,manuell,60,panda,50000,benzin,fiat,nein,11.25
32830,privat,Angebot,6999,control,kombi,automatik,184,vectra,125000,diesel,opel,nein,13.75
32831,privat,Angebot,2200,control,kombi,manuell,192,5er,150000,benzin,bmw,ja,20.08
32832,privat,Angebot,500,test,limousine,manuell,75,golf,150000,benzin,volkswagen,ja,25.58
32834,privat,Angebot,15700,test,kombi,manuell,136,c_klasse,125000,diesel,mercedes_benz,nein,9.08
32835,privat,Angebot,18990,control,suv,automatik,205,xc_reihe,125000,diesel,volvo,nein,12.75
32836,privat,Angebot,5200,control,limousine,manuell,150,e_klasse,150000,diesel,mercedes_benz,,19.83
32837,privat,Angebot,590,test,kleinwagen,manuell,54,andere,150000,benzin,hyundai,nein,20.5
32838,privat,Angebot,25350,control,limousine,automatik,245,7er,150000,diesel,bmw,nein,11.5
32842,privat,Angebot,19000,control,suv,manuell,158,rav,20000,benzin,toyota,nein,9.58
32843,privat,Angebot,600,test,kleinwagen,,43,twingo,150000,benzin,renault,,23.0
32844,privat,Angebot,850,control,kombi,manuell,170,3er,150000,,bmw,ja,18.17
32845,privat,Angebot,4650,test,limousine,manuell,101,golf,150000,diesel,volkswagen,,18.33
32846,privat,Angebot,11000,control,suv,manuell,65,4_reihe,50000,benzin,peugeot,nein,57.58
32847,privat,Angebot,4900,control,kombi,manuell,126,avensis,150000,diesel,toyota,nein,14.67
32849,privat,Angebot,16499,test,cabrio,manuell,170,3er,100000,benzin,bmw,nein,14.75
32850,privat,Angebot,1250,test,bus,manuell,101,zafira,150000,diesel,opel,ja,21.92
32851,privat,Angebot,900,test,limousine,manuell,90,bravo,150000,benzin,fiat,nein,22.5
32852,privat,Angebot,1500,control,kleinwagen,manuell,109,2_reihe,150000,benzin,peugeot,nein,17.08
32853,privat,Angebot,4350,test,limousine,automatik,198,x_type,150000,benzin,jaguar,nein,20.0
32855,privat,Angebot,5490,test,limousine,manuell,163,a4,150000,benzin,audi,nein,17.83
32856,privat,Angebot,1300,test,limousine,,125,,150000,benzin,audi,,25.0
32857,privat,Angebot,4200,control,limousine,manuell,170,5er,5000,benzin,bmw,nein,22.17
32858,privat,Angebot,3200,test,limousine,automatik,147,vectra,150000,benzin,opel,nein,19.92
32859,privat,Angebot,958,control,kleinwagen,manuell,75,clio,150000,benzin,renault,nein,19.5
32860,privat,Angebot,1200,test,limousine,automatik,125,a4,150000,lpg,audi,nein,27.0
32861,privat,Angebot,1780,control,kleinwagen,,58,twingo,125000,benzin,renault,nein,21.42
32864,privat,Angebot,1099,test,kleinwagen,manuell,60,punto,125000,benzin,fiat,,18.92
32865,privat,Angebot,10900,control,kleinwagen,automatik,99,500,10000,benzin,fiat,nein,12.25
32866,privat,Angebot,2300,test,limousine,manuell,105,andere,150000,benzin,volvo,nein,21.25
32867,privat,Angebot,550,test,kleinwagen,manuell,50,polo,150000,benzin,volkswagen,,24.75
32868,privat,Angebot,4400,test,kleinwagen,manuell,82,a_klasse,150000,diesel,mercedes_benz,nein,18.0
32869,privat,Angebot,12900,test,limousine,automatik,122,golf,125000,benzin,volkswagen,nein,11.42
32870,privat,Angebot,9500,control,limousine,automatik,140,passat,150000,diesel,volkswagen,nein,13.83
32872,privat,Angebot,3700,test,kombi,automatik,140,passat,150000,diesel,volkswagen,,15.0
32873,privat,Angebot,4400,test,,manuell,88,transporter,150000,,volkswagen,nein,3.17
32874,privat,Angebot,550,test,kleinwagen,manuell,64,matiz,80000,benzin,daewoo,ja,18.33
32875,privat,Angebot,3700,control,coupe,manuell,124,andere,150000,benzin,honda,nein,32.58
32876,privat,Angebot,11500,test,kleinwagen,manuell,120,clubman,70000,benzin,mini,nein,13.67
32877,privat,Angebot,1350,control,kleinwagen,manuell,75,clio,150000,benzin,renault,,19.42
32878,privat,Angebot,550,test,limousine,manuell,101,andere,150000,benzin,volkswagen,nein,25.42
32879,privat,Angebot,850,test,kleinwagen,manuell,50,lupo,150000,benzin,volkswagen,,20.42
32880,privat,Angebot,2300,control,kleinwagen,manuell,54,polo,150000,benzin,volkswagen,nein,18.5
32881,privat,Angebot,3499,test,bus,manuell,128,andere,150000,diesel,peugeot,nein,19.0
32882,privat,Angebot,19900,control,cabrio,automatik,306,sl,125000,benzin,mercedes_benz,nein,18.08
32883,privat,Angebot,6000,test,kleinwagen,manuell,80,micra,40000,benzin,nissan,nein,9.42
32884,privat,Angebot,599,test,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,24.92
32885,privat,Angebot,4950,test,cabrio,manuell,170,3er,150000,benzin,bmw,nein,19.5
32886,privat,Angebot,2000,test,kleinwagen,manuell,75,twingo,150000,benzin,renault,nein,18.25
32887,privat,Angebot,1299,control,kleinwagen,manuell,86,yaris,125000,benzin,toyota,nein,21.92
32888,privat,Angebot,1100,control,kombi,manuell,125,a4,150000,benzin,audi,nein,26.0
32889,privat,Angebot,29000,control,cabrio,manuell,55,andere,150000,benzin,audi,nein,53.0
32890,privat,Angebot,1800,test,limousine,manuell,101,astra,150000,benzin,opel,nein,21.25
32891,privat,Angebot,7800,test,cabrio,manuell,170,3er,150000,benzin,bmw,nein,19.67
32892,privat,Angebot,5500,control,,manuell,85,transit,150000,,ford,nein,5.08
32894,privat,Angebot,1200,control,,manuell,125,a3,150000,benzin,audi,,21.0
32897,privat,Angebot,3600,control,limousine,manuell,101,focus,80000,benzin,ford,nein,16.25
32898,privat,Angebot,23000,test,suv,manuell,122,tiguan,5000,benzin,volkswagen,nein,6.42
32899,privat,Angebot,5999,test,limousine,manuell,120,c3,125000,benzin,citroen,nein,12.42
32901,privat,Angebot,12300,test,limousine,manuell,122,golf,70000,benzin,volkswagen,nein,11.58
32903,privat,Angebot,5100,test,kleinwagen,manuell,69,polo,100000,diesel,volkswagen,nein,12.25
32904,privat,Angebot,280,test,kleinwagen,manuell,75,fiesta,150000,,ford,nein,23.83
32905,privat,Angebot,8900,control,cabrio,manuell,150,astra,125000,diesel,opel,nein,13.17
32908,privat,Angebot,10500,test,kombi,manuell,120,a4,150000,diesel,audi,nein,11.17
32909,privat,Angebot,4500,control,kombi,manuell,178,a4,150000,diesel,audi,nein,16.08
32910,privat,Angebot,1200,control,kombi,manuell,101,focus,20000,benzin,ford,,20.5
32911,privat,Angebot,33000,control,coupe,manuell,179,911,150000,benzin,porsche,nein,47.58
32912,privat,Angebot,250,test,,,60,,150000,benzin,volkswagen,,21.0
32913,privat,Angebot,1800,test,kombi,manuell,125,passat,150000,benzin,volkswagen,nein,23.83
32914,privat,Angebot,1700,test,,manuell,193,c_klasse,150000,,mercedes_benz,nein,4.0
32915,privat,Angebot,4950,test,kombi,manuell,110,astra,150000,diesel,opel,nein,12.33
32916,privat,Angebot,1350,control,limousine,manuell,88,mondeo,100000,benzin,ford,,25.17
32917,privat,Angebot,11900,control,kleinwagen,manuell,105,polo,20000,benzin,volkswagen,nein,8.92
32919,privat,Angebot,12800,control,limousine,automatik,208,,60000,benzin,sonstige_autos,nein,15.67
32920,privat,Angebot,4900,control,cabrio,manuell,72,golf,150000,benzin,volkswagen,,35.0
32921,privat,Angebot,450,test,coupe,manuell,131,mondeo,150000,benzin,ford,nein,21.08
32924,privat,Angebot,6699,control,coupe,automatik,231,3er,150000,benzin,bmw,nein,21.67
32925,privat,Angebot,200,test,limousine,manuell,74,laguna,150000,benzin,renault,,23.25
32926,privat,Angebot,2999,control,bus,automatik,110,transporter,150000,benzin,volkswagen,ja,26.83
32927,privat,Angebot,6800,test,kombi,manuell,170,passat,150000,diesel,volkswagen,nein,14.25
32928,privat,Angebot,1000,test,kleinwagen,manuell,90,a3,150000,diesel,audi,nein,26.0
32930,privat,Angebot,1500,test,,manuell,101,zafira,5000,,opel,nein,20.58
32931,privat,Angebot,1150,control,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,25.58
32933,privat,Angebot,100,test,,manuell,90,golf,150000,benzin,volkswagen,,21.0
32934,privat,Angebot,10999,test,kombi,manuell,110,astra,50000,diesel,opel,nein,10.0
32936,privat,Angebot,6300,control,coupe,automatik,164,slk,125000,benzin,mercedes_benz,,20.0
32937,privat,Angebot,2950,control,limousine,manuell,145,mondeo,150000,benzin,ford,nein,17.33
32938,privat,Angebot,1200,control,,manuell,135,2_reihe,150000,benzin,peugeot,,4.33
32939,privat,Angebot,800,test,kombi,manuell,150,3er,150000,diesel,bmw,,19.0
32940,privat,Angebot,10500,test,bus,manuell,174,transporter,150000,diesel,volkswagen,nein,16.5
32941,privat,Angebot,37900,control,suv,automatik,306,x_reihe,60000,diesel,bmw,nein,10.58
32942,privat,Angebot,27999,control,suv,automatik,170,q5,100000,diesel,audi,nein,11.75
32943,privat,Angebot,800,test,kleinwagen,automatik,50,micra,150000,benzin,nissan,nein,23.17
32944,privat,Angebot,5500,test,,,104,golf,5000,diesel,volkswagen,,16.0
32946,privat,Angebot,15500,test,coupe,automatik,375,,100000,,sonstige_autos,nein,52.17
32947,privat,Angebot,1899,test,limousine,manuell,90,golf,150000,benzin,volkswagen,nein,32.0
32948,privat,Angebot,4200,test,coupe,manuell,105,astra,150000,benzin,opel,nein,16.58
32952,privat,Angebot,43000,control,suv,automatik,190,x_reihe,30000,diesel,bmw,nein,7.67
32953,privat,Angebot,17999,test,limousine,automatik,232,q7,150000,diesel,audi,nein,15.58
32954,privat,Angebot,9000,control,kombi,automatik,230,a6,150000,diesel,audi,,17.0
32955,privat,Angebot,1600,test,kombi,manuell,101,focus,150000,diesel,ford,,17.42
32956,privat,Angebot,2490,control,bus,manuell,116,zafira,150000,benzin,opel,nein,22.75
32958,privat,Angebot,7000,test,kleinwagen,manuell,200,,150000,benzin,volkswagen,nein,16.33
32960,privat,Angebot,3900,control,limousine,manuell,90,golf,150000,benzin,volkswagen,nein,30.42
32961,privat,Angebot,4500,control,,manuell,130,,150000,,audi,nein,3.25
32962,privat,Angebot,1100,control,,manuell,88,3_reihe,150000,benzin,mazda,ja,5.0
32963,privat,Angebot,1199,test,kombi,manuell,84,astra,150000,benzin,opel,ja,20.58
32964,privat,Angebot,1999,test,kleinwagen,manuell,75,corsa,150000,benzin,opel,nein,17.08
32965,privat,Angebot,4500,test,kombi,manuell,120,3er,70000,benzin,bmw,ja,15.42
32966,privat,Angebot,4250,control,limousine,manuell,105,golf,150000,diesel,volkswagen,ja,16.58
32967,privat,Angebot,950,control,kleinwagen,manuell,44,fiesta,150000,benzin,ford,,24.25
32968,privat,Angebot,950,test,,manuell,75,passat,150000,,volkswagen,nein,5.33
32969,privat,Angebot,350,control,limousine,manuell,116,vectra,150000,benzin,opel,ja,24.08
32970,privat,Angebot,8499,control,limousine,automatik,286,5er,150000,lpg,bmw,,19.5
32971,privat,Angebot,1199,control,kombi,automatik,150,a6,150000,diesel,audi,ja,22.83
32972,privat,Angebot,1499,test,limousine,manuell,75,golf,150000,benzin,volkswagen,nein,23.33
32973,privat,Angebot,5800,test,,manuell,140,touran,125000,diesel,volkswagen,nein,4.25
32974,privat,Angebot,1490,test,limousine,manuell,133,100,150000,benzin,audi,nein,30.08
32975,privat,Angebot,32900,control,suv,automatik,190,x_reihe,10000,diesel,bmw,nein,5.25
32976,privat,Angebot,10400,control,limousine,manuell,224,andere,125000,benzin,audi,nein,19.92
32977,privat,Angebot,6000,control,limousine,,140,a3,125000,diesel,audi,nein,12.67
32978,privat,Angebot,100,test,coupe,manuell,75,escort,150000,benzin,ford,,24.0
32979,privat,Angebot,4800,test,limousine,automatik,140,andere,150000,lpg,volvo,nein,19.08
32981,privat,Angebot,64280,control,bus,automatik,204,transporter,5000,diesel,volkswagen,nein,5.08
32982,privat,Angebot,4600,test,bus,manuell,150,espace,150000,diesel,renault,nein,16.25
32984,privat,Angebot,12950,test,bus,manuell,105,touran,100000,diesel,volkswagen,nein,10.42
32985,privat,Angebot,1700,control,kleinwagen,manuell,60,punto,125000,benzin,fiat,nein,18.83
32987,privat,Angebot,4400,control,kleinwagen,manuell,80,fiesta,90000,benzin,ford,nein,13.42
32989,privat,Angebot,16600,control,suv,manuell,129,grand,125000,diesel,suzuki,nein,10.92
32990,privat,Angebot,13500,test,limousine,manuell,165,astra,60000,diesel,opel,nein,8.58
32991,privat,Angebot,2550,control,kombi,manuell,101,touran,150000,diesel,volkswagen,,17.58
32992,privat,Angebot,20400,control,bus,manuell,140,transporter,90000,diesel,volkswagen,ja,11.75
32993,privat,Angebot,200,control,kombi,,170,vectra,150000,benzin,opel,ja,25.58
32994,privat,Angebot,1299,control,kleinwagen,manuell,52,matiz,150000,benzin,daewoo,nein,17.75
32996,privat,Angebot,1150,control,kombi,manuell,103,andere,70000,benzin,fiat,nein,21.75
32997,privat,Angebot,6600,control,limousine,manuell,200,3er,150000,benzin,bmw,,48.0
32999,privat,Angebot,3399,control,limousine,automatik,170,c_klasse,150000,benzin,mercedes_benz,ja,21.08
33000,privat,Angebot,12000,control,kombi,automatik,122,octavia,80000,benzin,skoda,,11.33
33001,privat,Angebot,6600,control,limousine,manuell,155,accord,70000,benzin,honda,nein,16.08
33002,privat,Angebot,9750,test,limousine,manuell,102,golf,125000,benzin,volkswagen,nein,12.83
33003,privat,Angebot,999,control,kombi,manuell,110,passat,150000,diesel,volkswagen,nein,24.5
33004,privat,Angebot,5900,control,kombi,manuell,101,clio,125000,benzin,renault,nein,11.42
33005,privat,Angebot,1699,control,kleinwagen,manuell,60,2_reihe,125000,benzin,peugeot,nein,19.75
33006,privat,Angebot,9900,control,limousine,manuell,143,1er,150000,diesel,bmw,nein,14.58
33007,privat,Angebot,1050,test,kleinwagen,manuell,60,fiesta,150000,benzin,ford,nein,20.67
33008,privat,Angebot,2300,control,limousine,manuell,116,,5000,benzin,bmw,nein,21.08
33009,privat,Angebot,5900,test,kleinwagen,manuell,75,a2,80000,benzin,audi,nein,18.42
33010,privat,Angebot,4800,test,kombi,automatik,116,golf,150000,benzin,volkswagen,nein,16.33
33011,privat,Angebot,150,control,limousine,manuell,101,vectra,150000,benzin,opel,,23.0
33012,privat,Angebot,2100,test,limousine,manuell,125,3er,150000,benzin,bmw,nein,23.0
33013,privat,Angebot,5800,control,kleinwagen,manuell,69,ibiza,70000,benzin,seat,nein,12.75
33015,privat,Angebot,375,test,limousine,manuell,85,golf,150000,benzin,volkswagen,nein,26.75
33016,privat,Angebot,2600,test,,,136,c_max,150000,diesel,ford,,4.0
33017,privat,Angebot,2600,test,limousine,automatik,170,a6,150000,benzin,audi,ja,17.25
33018,privat,Angebot,8999,control,limousine,automatik,165,e_klasse,125000,benzin,mercedes_benz,nein,16.92
33019,privat,Angebot,8250,test,kleinwagen,manuell,155,andere,70000,benzin,alfa_romeo,nein,12.5
33020,privat,Angebot,4499,test,kleinwagen,automatik,45,fortwo,100000,diesel,smart,nein,15.0
33021,privat,Angebot,4000,test,kombi,automatik,140,passat,150000,diesel,volkswagen,ja,16.83
33022,privat,Angebot,4000,test,bus,manuell,84,transporter,150000,benzin,volkswagen,nein,25.92
33023,privat,Angebot,9950,test,cabrio,manuell,140,astra,50000,lpg,opel,nein,13.17
33024,privat,Angebot,2399,control,limousine,manuell,143,3er,150000,benzin,bmw,nein,20.08
33025,privat,Angebot,20999,test,coupe,manuell,265,scirocco,60000,,volkswagen,nein,7.0
